,Network Name,Native ID,Latitude,Longitude,Elevation (m),Variables
1739,EC_raw,1046395,49.834167,-124.500278,129.5,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1740,EC_raw,1181507,55.687222,-121.626667,609.3,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1741,EC_raw,1113582,49.275,-121.236389,687.8,Cloud Cover Fraction|Dew Point Temperature (Point)|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1742,EC_raw,1195251,58.93,-125.766667,836.5,Cloud Cover Fraction|Dew Point Temperature (Point)|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1743,EC_raw,1187336,57.250278,-122.718056,937.0,Cloud Cover Fraction|Dew Point Temperature (Point)|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1744,EC_raw,1195800,58.653056,-124.235833,810.0,Cloud Cover Fraction|Dew Point Temperature (Point)|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1745,FLNRO-WMB,1082,51.21111,-120.41197,1315.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1746,FLNRO-WMB,1092,50.61262,-116.79332,1580.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1747,FLNRO-WMB,1093,50.02723,-125.29401,100.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1748,FLNRO-WMB,1132,50.50025,-119.7013889,1153.0,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1749,FLNRO-WMB,1075,49.04694,-115.22528,804.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1750,FLNRO-WMB,1144,49.1040278,-121.6375278,247.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1751,EC_raw,1038204,49.082222,-125.7725,24.4,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1752,EC_raw,1048899,50.128889,-122.954722,657.8,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1753,FLNRO-WMB,1165,54.16957,-121.65168,798.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1754,EC_raw,1025376,49.266119,-124.151408,5.0,Dew Point Temperature (Point)|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Point)
1755,FLNRO-WMB,1176,51.31308,-119.3925,884.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1756,FLNRO-WMB,1181,49.74833,-122.28638,223.0,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1757,EC_raw,1161650,51.65,-120.066667,438.0,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1758,EC_raw,1054921,54.027222,-132.125,5.8,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1759,EC_raw,1173209,51.299167,-116.982222,784.9,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1760,EC_raw,1157632,49.833333,-114.883333,1137.7,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1761,EC_raw,1157632,49.745278,-114.882778,1137.7,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1762,FLNRO-WMB,1199,52.279579,-126.890543,1260.0,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1763,FLNRO-WMB,1203,49.3576111,-116.95025,1657.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1764,MoTIe,26124,50.81386,-122.18831,1070.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1765,MoTIe,31092,49.48772,-117.41986,580.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1766,MoTIe,34225,50.24889,-117.08028,2518.0,Dew Point Temperature|Dew Point Temperature (Mean)|Relative Humidity|Relative Humidity (Mean)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1767,MoTIe,37093,51.47846,-117.35992,1065.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1768,MoTIe,38327,52.05307,-118.58543,570.0,Air Pressure|Dew Point Temperature|Precipitation 24hr|Precipitation Amount|Relative Humidity|Snow Depth|Snowfall|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Gust|Wind Speed
1769,MoTIe,42092,53.158,-122.36442,855.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1770,MoTIe,47123,52.37055,-126.75435,20.0,Air Pressure|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Gust|Wind Speed
1771,MoTIe,52391,54.20842,-129.98169,12.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1772,MoTIe,62091,48.56794,-123.54176,340.0,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
1773,EC_raw,1160898,52.124722,-119.292778,690.4,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1774,EC_raw,1067741,55.933333,-129.983333,7.3,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1775,EC_raw,1018619,48.422778,-123.3875,0.0,Air Pressure Tendency|Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Relative Humidity (Point)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1776,FLNRO-WMB,1218,49.81806,-124.44944,100.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1777,EC_raw,1192948,58.841391,-122.574167,380.2,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1778,EC_raw,1060844,52.388611,-126.586944,36.89,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1779,EC_raw,1173220,51.300222,-116.984333,785.0,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
1780,FLNRO-WMB,1251,49.751775,-123.7051389,1.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1781,FLNRO-WMB,1270,59.8928,-129.09333,866.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1782,FLNRO-WMB,1275,52.1345694,-126.2626806,1414.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1783,FLNRO-WMB,1276,51.6555806,-126.1407444,1609.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1784,FLNRO-WMB,1283,50.0825056,-123.0412722,595.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1785,FLNRO-FERN,Blackhawk,55.0789,-120.352,962.492,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1786,FLNRO-FERN,BoulderCr,55.1082,-127.375,385.101,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1787,FLNRO-FERN,Canoe,52.7098,-119.191,2210.0,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1788,FLNRO-FERN,CrystalLk,54.4235,-122.628,744.027,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Soil Moisture|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1789,FLNRO-FERN,Dunster,53.1149,-119.835,890.205,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1790,FLNRO-FERN,Hourglass,55.2127,-120.772,1131.2,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1791,FLNRO-FERN,Kluskus,53.3979,-124.513,1110.35,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1792,FLNRO-FERN,MacJxn,55.1379,-122.977,718.723,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Soil Moisture|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1793,FLNRO-FERN,McBridePeak,53.3387,-120.121,2000.0,Air Pressure (Point)|Dew Point Temperature (Mean)|Incoming Shortwave|Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Mean)
1794,ENV-AQN,E289309,49.0215,-122.3266,65.0,
1795,ENV-AQN,E293810,49.238032,-121.762334,23.0,
1796,ENV-AQN,E295729,55.791944,-120.483611,665.0,Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1797,ENV-AQN,E306063,56.701655,-121.10429,675.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Speed (Point)
1798,ENV-AQN,E244515,49.2667,-122.9356,101.0,
1799,ENV-AQN,310177,49.2794,-122.9711,133.0,Temperature (Mean)|Wind Direction (Point)
1800,ENV-AQN,E206270,49.2797,-122.9222,360.0,
1801,ENV-AQN,E244517,49.2875,-123.0078,70.0,
1802,ENV-AQN,E207418,49.2153,-122.9856,122.0,
1803,ENV-AQN,E292669,54.1527,-125.4495,679.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)
1804,ENV-AQN,E240337,48.42389,-123.49278,75.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1805,ENV-AQN,E242892,49.2881,-122.7914,61.0,
1806,ENV-AQN,E285829,49.682603,-124.996222,27.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1807,ENV-AQN,E220217,48.874529,-123.653929,22.0,Air Pressure (Point)|Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1808,ENV-AQN,E295892,55.913303,-120.53146,696.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1809,ENV-AQN,E295949,54.034444,-125.095833,1005.0,Air Pressure (Point)|Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1810,ENV-AQN,E275843,49.3686,-123.2766,65.0,
1811,ENV-AQN,E303935,50.63694,-120.37207,857.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Speed (Point)
1812,ENV-AQN,605008,50.67477,-120.334016,381.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1813,ENV-AQN,500886,49.862336,-119.477367,347.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1814,ENV-AQN,E282711,53.973228,-128.650768,5.0,Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1815,ENV-AQN,E223616,54.029194,-128.70269,11.0,Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1816,ENV-AQN,E216670,54.05389,-128.671436,18.0,Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1817,ENV-AQN,E223615,54.066909,-128.639131,94.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1818,ENV-AQN,E286269,53.9847,-128.692,2.0,Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1819,ENV-AQN,E209178,49.0956,-122.5669,82.0,
1820,ENV-AQN,E232245,49.215,-122.5819,100.0,
1821,ENV-AQN,E302130,49.14149,-122.311078,74.0,
1822,ENV-AQN,E308566,49.227045,-122.894487,45.0,
1823,ENV-AQN,E244516,49.2878,-122.9856,200.0,
1824,ENV-AQN,E207723,49.1583,-122.9017,111.0,
1825,ENV-AQN,E209177,49.3239,-123.0836,80.0,
1826,ENV-AQN,310179,49.3017,-123.0203,15.0,Wind Direction (Point)
1827,ENV-AQN,E304453,56.231213,-121.41944,480.0,Air Pressure (Point)|Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Speed (Point)
1828,ENV-AQN,E232244,49.2453,-122.7089,20.0,
1829,ENV-AQN,E273483,49.261014,-124.806628,21.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1830,ENV-AQN,310162,49.2808,-122.8492,15.0,Relative Humidity (Point)|Temperature (Mean)|Wind Direction (Point)
1831,ENV-AQN,E307124,55.634323,-120.132649,833.0,Relative Humidity (Point)|Temperature (Mean)
1832,ENV-AQN,E271963,49.889299,-124.5624,125.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1833,ENV-AQN,E293670,53.905139,-122.734049,576.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1834,ENV-AQN,450307,53.91472,-122.74194,588.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1835,ENV-AQN,E288469,54.3064,-130.3269,80.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1836,ENV-AQN,E207417,49.1414,-123.1083,15.0,
1837,ENV-AQN,E254190,49.905404,-115.755613,746.0,Relative Humidity (Point)|Temperature (Mean)
1838,ENV-AQN,E206589,54.783308,-127.177324,495.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1839,ENV-AQN,E304570,49.70516,-123.15133,6.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1840,ENV-AQN,E292249,55.9381,-129.985,13.0,Air Pressure (Point)|Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1841,ENV-AQN,E206271,49.1328,-122.6942,79.0,
1842,ENV-AQN,E304685,56.16013,-120.67594,488.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Speed (Point)
1843,ENV-AQN,E300350,54.52167,-128.6075,81.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1844,ENV-AQN,250009,49.096218,-117.697828,422.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1845,ENV-AQN,E282169,48.921799,-125.541209,14.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Speed (Point)
1846,ENV-AQN,E234293,52.832459,-119.269821,800.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1847,ENV-AQN,E232246,49.1864,-123.1522,10.0,
1848,ENV-AQN,550502,52.14428,-122.150391,631.0,Relative Humidity (Point)|Relative Humidity|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
1849,FLNRO-WMB,1323,50.6905556,-119.1761111,892.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1850,FLNRO-WMB,1331,49.1046111,-119.3914167,1127.0,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1851,FLNRO-WMB,1332,49.27,-119.2202778,1520.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1852,FLNRO-WMB,1330,49.4696944,-120.7925,1543.0,Dep Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
1853,BCH,AFU,56.231,-121.419,479.0,Air Pressure (Point)|Downwelling Longwave Radiation|Downwelling Longwave Radiation - temperature corrected|Downwelling Shortwave Radiation|Rainfall Amount|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Upwelling Longwave Radiation|Upwelling Longwave Radiation - temperature corrected|Upwelling Shortwave Radiation|Visibility|Wind Direction (Mean)|Wind Speed (Mean)
1854,BCH,AFL,56.222,-121.424,441.0,Air Pressure (Point)|Downwelling Longwave Radiation|Downwelling Longwave Radiation - temperature corrected|Downwelling Shortwave Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Upwelling Longwave Radiation|Upwelling Longwave Radiation - temperature corrected|Upwelling Shortwave Radiation|Wind Direction (Mean)|Wind Speed (Mean)
1855,BCH,ATP,56.233,-121.466,646.0,Air Pressure (Point)|Downwelling Shortwave Radiation|Net Radiation|Rainfall Amount|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1856,BCH,BEF,56.275,-121.213,475.0,Air Pressure (Point)|Downwelling Longwave Radiation|Downwelling Longwave Radiation - temperature corrected|Downwelling Shortwave Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Upwelling Longwave Radiation|Upwelling Longwave Radiation - temperature corrected|Upwelling Shortwave Radiation|Wind Direction (Mean)|Wind Speed (Mean)
1857,BCH,FLC,56.12,-121.701,472.0,Air Pressure (Point)|Downwelling Shortwave Radiation|Net Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1858,BCH,SNC,56.203,-120.902,583.0,Air Pressure (Point)|Downwelling Shortwave Radiation|Net Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1859,BCH,85A,56.232,-120.854,686.0,Wind Direction (Mean)|Wind Speed (Mean)
1860,BCH,TEC,56.237,-120.954,653.0,Air Pressure (Point)|Downwelling Longwave Radiation|Downwelling Longwave Radiation - temperature corrected|Downwelling Shortwave Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Upwelling Longwave Radiation|Upwelling Longwave Radiation - temperature corrected|Upwelling Shortwave Radiation|Wind Direction (Mean)|Wind Speed (Mean)
1861,BCH,TAB,56.167,-120.758,411.0,Air Pressure (Point)|Downwelling Shortwave Radiation|Net Radiation|Relative Humidity (Point)|Snowfall Amount|Soil Heatflux 1|Soil Heatflux 2|Soil Moisture|Soil Temperature (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
1862,BCH,ALC,56.1268,-120.056,360.0,Temperature (Max.)|Temperature (Min.)|Temperature (Point)
1863,BCH,CPI,51.6077,-117.611,2131.0,Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
1864,BCH,CRY,56.3859,-122.893,1358.0,Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
1865,BCH,DAI,49.975,-123.135,390.0,Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
1866,BCH,DLU,50.8593,-123.183,1829.0,Precipitation Amount|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
1867,BCH,DON,51.4837,-117.181,770.0,Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
